"V1" "V2" "V3" "V4" "V5"
"87" 0.685456096002371 0.124663185493699 0.250508322015198 0.393844446503138 0.333333333333333
"88" 0.950134870565029 0.195541478464 0.0404853500941004 0.586315252256016 0
"89" 0.616837566648349 0.118076981955931 0.200744410281431 0.495066465432893 0.666666666666667
"90" 0.756319064060008 0.401869723905934 0.475064820823054 1 0.666666666666667
"91" 0.60955937177455 0.876737007569382 0.685168511330935 0.76968934540081 0.333333333333333
"92" 0.975444928732865 0.556966514866229 0.659343980079784 1 1
"93" 0.906629782186352 0.807700771927085 0.311200683175678 1 0.333333333333333
"94" 0.996861457358378 0.460755140142017 0.300832747622724 1 0.333333333333333
"95" 0.630790052766129 0.400708711527888 0.315813765397408 1 0.333333333333333
"96" 0.30229366265072 0.763167704668015 0.692120737275438 1 1
"97" 0.91332564945011 0.503115314478404 0.483114092002484 0.902336325460936 0.666666666666667
"98" 0.542203611932125 0.325594059539153 0.429804135749509 1 0.333333333333333
"99" 0.915518503056676 0.229951207933853 0.378578662552234 0.642511098462415 0.333333333333333
"100" 0.955777358403069 0.125957950684576 0.623940100734201 0.695493951588944 0.333333333333333
